venue_id,venue_key,display_name,city,state,opened,closed,date_precision,identity_status,source_basis,notes
VEN-000412,oakland-auditorium,Oakland Auditorium,Oakland,CA,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000413,olympic-auditorium,Olympic Auditorium,Los Angeles,CA,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000414,oregon-state-mens-gymnasium,Oregon State Men’s Gymnasium,Corvallis,OR,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000415,pacific-coast-club,Pacific Coast Club,Long Beach,CA,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000416,palace-of-auburn-hills,Palace of Auburn Hills,Auburn Hills,MI,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000417,pasadena-ymca,Pasadena YMCA,Pasadena,CA,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000418,physical-education-building,Physical Education Building,Los Angeles,CA,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000419,pomona-college-gymnasium,Pomona College Gymnasium,Claremont,CA,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000421,santa-monica-city-college-gymnasium,Santa Monica City College Gymnasium,Santa Monica,CA,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000422,stanford-pavilion,Stanford Pavilion,Stanford,CA,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000423,us-airways-center,US Airways Center,Phoenix,AZ,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000424,usc-court,USC Court,Los Angeles,CA,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000425,usc-gym,USC Gym,Los Angeles,CA,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000426,usc-pavilion,USC Pavilion,Los Angeles,CA,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000428,women-s-gym,Women's Gym,Los Angeles,CA,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000429,yoyogi-national-gymnasium,Yoyogi National Gymnasium,Tokyo,Japan,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000430,venice-high-school-gym,Venice High School Gym,Los Angeles,CA,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 1955-56 season schedule and contemporary Los Angeles Times game-site citations documenting UCLA HOME games at Venice High School Gym.,Registered during UCLA Gate 1 fire-marshal venue chronology correction; used for UCLA HOME games vs Oregon on 1956-02-24/25 and California on 1956-03-02/03.
VEN-000431,atlanta-auditorium,Atlanta Auditorium,Atlanta,GA,,,,RESEARCHED_RUTGERS_ONBOARDING,Rutgers 2025-26 media guide; Rutgers institutional facility history; owner-authorized Rutgers conference-tournament workbook within approved scope; NCAA/NIT official historical evidence and targeted reciprocal/archival research as applicable.,Integrated from rutgers research portfolio after current-main physical-identity rebase.
VEN-000432,ballantine-gymnasium,Ballantine Gymnasium,New Brunswick,NJ,1894,1930-01-30,EXACT_END,RESEARCHED_RUTGERS_ONBOARDING,Rutgers 2025-26 media guide; Rutgers institutional facility history; owner-authorized Rutgers conference-tournament workbook within approved scope; NCAA/NIT official historical evidence and targeted reciprocal/archival research as applicable.,Integrated from rutgers research portfolio after current-main physical-identity rebase.
VEN-000433,boardwalk-hall,Boardwalk Hall,Atlantic City,NJ,,,,RESEARCHED_RUTGERS_ONBOARDING,Rutgers 2025-26 media guide; Rutgers institutional facility history; owner-authorized Rutgers conference-tournament workbook within approved scope; NCAA/NIT official historical evidence and targeted reciprocal/archival research as applicable.,Integrated from rutgers research portfolio after current-main physical-identity rebase.
VEN-000434,charles-e-smith-center,Charles E. Smith Center,Washington,DC,,,,RESEARCHED_RUTGERS_ONBOARDING,Rutgers 2025-26 media guide; Rutgers institutional facility history; owner-authorized Rutgers conference-tournament workbook within approved scope; NCAA/NIT official historical evidence and targeted reciprocal/archival research as applicable.,Integrated from rutgers research portfolio after current-main physical-identity rebase.
VEN-000435,college-avenue-gym,College Avenue Gym,New Brunswick,NJ,1932-01-06,,EXACT_START,RESEARCHED_RUTGERS_ONBOARDING,Rutgers 2025-26 media guide; Rutgers institutional facility history; owner-authorized Rutgers conference-tournament workbook within approved scope; NCAA/NIT official historical evidence and targeted reciprocal/archival research as applicable.,Integrated from rutgers research portfolio after current-main physical-identity rebase.
VEN-000436,curry-hicks-cage,Curry Hicks Cage,Amherst,MA,,,,RESEARCHED_RUTGERS_ONBOARDING,Rutgers 2025-26 media guide; Rutgers institutional facility history; owner-authorized Rutgers conference-tournament workbook within approved scope; NCAA/NIT official historical evidence and targeted reciprocal/archival research as applicable.,Integrated from rutgers research portfolio after current-main physical-identity rebase.
VEN-000437,fitzgerald-field-house,Fitzgerald Field House,Pittsburgh,PA,,,,RESEARCHED_RUTGERS_ONBOARDING,Rutgers 2025-26 media guide; Rutgers institutional facility history; owner-authorized Rutgers conference-tournament workbook within approved scope; NCAA/NIT official historical evidence and targeted reciprocal/archival research as applicable.,Integrated from rutgers research portfolio after current-main physical-identity rebase.
VEN-000438,galactic-ballroom-moon-palace,Galactic Ballroom at Moon Palace Resort,Cancun,Quintana Roo,,,,RESEARCHED_RUTGERS_ONBOARDING,Rutgers 2025-26 media guide; Rutgers institutional facility history; owner-authorized Rutgers conference-tournament workbook within approved scope; NCAA/NIT official historical evidence and targeted reciprocal/archival research as applicable.,Integrated from rutgers research portfolio after current-main physical-identity rebase.
VEN-000439,highland-park-gym,Highland Park Gym,Highland Park,NJ,,,,RESEARCHED_RUTGERS_ONBOARDING,Rutgers 2025-26 media guide; Rutgers institutional facility history; owner-authorized Rutgers conference-tournament workbook within approved scope; NCAA/NIT official historical evidence and targeted reciprocal/archival research as applicable.,Integrated from rutgers research portfolio after current-main physical-identity rebase.
VEN-000440,jadwin-gymnasium,Jadwin Gymnasium,Princeton,NJ,,,,RESEARCHED_RUTGERS_ONBOARDING,Rutgers 2025-26 media guide; Rutgers institutional facility history; owner-authorized Rutgers conference-tournament workbook within approved scope; NCAA/NIT official historical evidence and targeted reciprocal/archival research as applicable.,Integrated from rutgers research portfolio after current-main physical-identity rebase.
VEN-000441,mcgonigle-hall,McGonigle Hall,Philadelphia,PA,,,,RESEARCHED_RUTGERS_ONBOARDING,Rutgers 2025-26 media guide; Rutgers institutional facility history; owner-authorized Rutgers conference-tournament workbook within approved scope; NCAA/NIT official historical evidence and targeted reciprocal/archival research as applicable.,Integrated from rutgers research portfolio after current-main physical-identity rebase.
VEN-000442,memorial-athletic-convocation-center,Memorial Athletic and Convocation Center,Kent,OH,,,,RESEARCHED_RUTGERS_ONBOARDING,Rutgers 2025-26 media guide; Rutgers institutional facility history; owner-authorized Rutgers conference-tournament workbook within approved scope; NCAA/NIT official historical evidence and targeted reciprocal/archival research as applicable.,Integrated from rutgers research portfolio after current-main physical-identity rebase.
VEN-000443,now-arena,Sears Centre,Hoffman Estates,IL,,,,RESEARCHED_RUTGERS_ONBOARDING,Rutgers 2025-26 media guide; Rutgers institutional facility history; owner-authorized Rutgers conference-tournament workbook within approved scope; NCAA/NIT official historical evidence and targeted reciprocal/archival research as applicable.,Integrated from rutgers research portfolio after current-main physical-identity rebase.
VEN-000444,scotiabank-arena,Scotiabank Arena,Toronto,ON,,,,RESEARCHED_RUTGERS_ONBOARDING,Rutgers 2025-26 media guide; Rutgers institutional facility history; owner-authorized Rutgers conference-tournament workbook within approved scope; NCAA/NIT official historical evidence and targeted reciprocal/archival research as applicable.,Integrated from rutgers research portfolio after current-main physical-identity rebase.
VEN-000445,south-padre-island-convention-center,South Padre Island Convention Center,South Padre Island,TX,,,,RESEARCHED_RUTGERS_ONBOARDING,Rutgers 2025-26 media guide; Rutgers institutional facility history; owner-authorized Rutgers conference-tournament workbook within approved scope; NCAA/NIT official historical evidence and targeted reciprocal/archival research as applicable.,Integrated from rutgers research portfolio after current-main physical-identity rebase.
VEN-000446,family-arena,Family Arena,St. Charles,MO,,,,RESEARCHED_RUTGERS_ONBOARDING,"Rutgers 1999-00 USBWA Hoop & Quill Classic reciprocal evidence: Murray State, Mississippi State, and Nebraska official schedules/recaps; physical venue identified as Family Arena.",Integrated from rutgers research portfolio after current-main physical-identity rebase.
VEN-000447,brick-breeden-fieldhouse,Brick Breeden Fieldhouse,Bozeman,MT,,,,RESEARCHED_WASHINGTON_ONBOARDING,Washington RESEARCH_FROZEN portfolio; current-main physical-venue reconciliation.,Integrated from washington research portfolio after current-main physical-identity rebase.
VEN-000448,las-vegas-convention-center,Las Vegas Convention Center,Las Vegas,NV,,,,RESEARCHED_WASHINGTON_ONBOARDING,Washington RESEARCH_FROZEN portfolio; current-main physical-venue reconciliation.,Integrated from washington research portfolio after current-main physical-identity rebase.
VEN-000449,university-credit-union-pavilion,University Credit Union Pavilion,Moraga,CA,1978,,YEAR,RESEARCHED_WASHINGTON_ONBOARDING,Washington RESEARCH_FROZEN portfolio; current-main physical-venue reconciliation. Saint Mary's official facility history confirms McKeon Pavilion was renamed University Credit Union Pavilion in 2019.,Integrated from washington research portfolio after current-main physical-identity rebase.
VEN-000450,mercedes-benz-arena-shanghai,Mercedes-Benz Arena,Shanghai,CN,,,,RESEARCHED_WASHINGTON_ONBOARDING,"Washington Athletics and Texas Athletics contemporaneous 2015 China Game box scores/postgame notes identify Mercedes-Benz Arena in Shanghai, China.",Registered during Washington pre-Gate implementation cleanup. The venue key is geography-disambiguated because textual venue names can be reused by different physical buildings.
VEN-000451,oklahoma-a-m-new-armory,Oklahoma A&M New Armory,Stillwater,OK,,,,RESEARCHED_OKLAHOMA_STATE_ONBOARDING,"OSU institutional/athletics facility history reviewed in Stage 3A: replacement Armory became home in 1919; final documented home game there was 1938-03-04. | OSU official arena history: new Armory/old gym used from 1919 through final home game Mar. 4, 1938.",Integrated from oklahoma-state research portfolio after current-main physical-identity rebase.
VEN-000452,oklahoma-a-m-original-armory,Oklahoma A&M Original Armory,Stillwater,OK,,,,RESEARCHED_OKLAHOMA_STATE_ONBOARDING,OSU institutional/athletics facility history reviewed in Stage 3A: original Armory served as the basketball home from program inception until replacement by the 1919 Armory. | OSU official arena history: original Armory used from 1907 until move to new Armory in 1919.,Integrated from oklahoma-state research portfolio after current-main physical-identity rebase.
VEN-000453,oklahoma-city-municipal-auditorium,Oklahoma City Municipal Auditorium,Oklahoma City,OK,,,,RESEARCHED_OKLAHOMA_STATE_ONBOARDING,OSU 2024/2025 Houston series notes identify the 1954-12-22 All-College game at Oklahoma City Municipal Auditorium. | OSU 2025 Bedlam historical notes identify the 1942 Naval Relief benefit game at the old Municipal Auditorium. | OSU 2025 North Texas series notes identify the 1937-12-29 All-College game at Oklahoma City Municipal Auditorium. | Official Civic Center history establishes that the 1937 Municipal Auditorium is the same physical building later renamed Civic Center Music Hall.,Integrated from oklahoma-state research portfolio after current-main physical-identity rebase.
VEN-000454,tulsa-convention-center,Tulsa Convention Center,Tulsa,OK,,,,RESEARCHED_OKLAHOMA_STATE_ONBOARDING,OSU media-guide event legend identifies Tulsa Convention Center. | City of Tulsa facility history establishes the same 1964 physical convention center through later Cox/Arvest naming eras.,Integrated from oklahoma-state research portfolio after current-main physical-identity rebase.
VEN-000455,valley-high-school-las-vegas,Valley High School,Las Vegas,NV,,,,RESEARCHED_OKLAHOMA_STATE_ONBOARDING,Official Oklahoma State schedule announcements/game notes identify 2001 and 2005 Las Vegas tournament games at Valley High School.,Integrated from oklahoma-state research portfolio after current-main physical-identity rebase.
VEN-000456,carnesecca-arena,Carnesecca Arena,Queens,NY,,,,RESEARCHED_OKLAHOMA_STATE_ONBOARDING,St. John's official 1988-89 schedule identifies Alumni Hall for the Oklahoma State NIT game; St. John's facility history establishes the same physical building as Carnesecca Arena.,Integrated from oklahoma-state research portfolio after current-main physical-identity rebase.
VEN-000457,watsco-center,Watsco Center,Coral Gables,FL,,,,RESEARCHED_OKLAHOMA_STATE_ONBOARDING,Miami official 2006 NIT game notes identify BankUnited Center; Miami facility history establishes the same physical building as Watsco Center.,Integrated from oklahoma-state research portfolio after current-main physical-identity rebase.
VEN-000458,banterra-center,Banterra Center,Carbondale,IL,,,,RESEARCHED_OKLAHOMA_STATE_ONBOARDING,Southern Illinois official 2008 game recap identifies SIU Arena; SIU facility history establishes the same physical building as Banterra Center.,Integrated from oklahoma-state research portfolio after current-main physical-identity rebase.
VEN-000459,zidian-family-arena-beeghly-center,Zidian Family Arena at Beeghly Center,Youngstown,OH,,,,RESEARCHED_OKLAHOMA_STATE_ONBOARDING,Oklahoma State/Youngstown State official 2023 NIT material identifies Beeghly Center; YSU facility history establishes the current naming.,Integrated from oklahoma-state research portfolio after current-main physical-identity rebase.
VEN-000460,arsenal-technical-high-school,Arsenal Technical High School,Indianapolis,IN,,,,RESEARCHED_BUTLER_ONBOARDING,Butler official record book/facility history; owner-authorized Butler-relevant conference-tournament workbook; targeted NCAA/postseason institutional or reciprocal research.,Integrated from butler research portfolio after current-main physical-identity rebase.
VEN-000461,athletics-recreation-center,Athletics-Recreation Center,Valparaiso,IN,,,,RESEARCHED_BUTLER_ONBOARDING,Butler official record book/facility history; owner-authorized Butler-relevant conference-tournament workbook; targeted NCAA/postseason institutional or reciprocal research.,Integrated from butler research portfolio after current-main physical-identity rebase.
VEN-000462,brown-county-arena,Brown County Arena,Ashwaubenon,WI,,,,RESEARCHED_BUTLER_ONBOARDING,Butler official record book/facility history; owner-authorized Butler-relevant conference-tournament workbook; targeted NCAA/postseason institutional or reciprocal research.,Integrated from butler research portfolio after current-main physical-identity rebase.
VEN-000463,carver-arena,Carver Arena,Peoria,IL,,,,RESEARCHED_BUTLER_ONBOARDING,Butler official record book/facility history; owner-authorized Butler-relevant conference-tournament workbook; targeted NCAA/postseason institutional or reciprocal research.,Integrated from butler research portfolio after current-main physical-identity rebase.
VEN-000464,nutter-center,Nutter Center,Fairborn,OH,,,,RESEARCHED_BUTLER_ONBOARDING,Butler official record book/facility history; owner-authorized Butler-relevant conference-tournament workbook; targeted NCAA/postseason institutional or reciprocal research.,Integrated from butler research portfolio after current-main physical-identity rebase.
VEN-000465,afook-chinen-civic-auditorium,Afook-Chinen Civic Auditorium,Hilo,HI,,,,RESEARCHED_BUTLER_ONBOARDING,Butler official record book/event footnote plus targeted official institutional/event/reciprocal venue research.,Integrated from butler research portfolio after current-main physical-identity rebase.
VEN-000466,carlson-center,Carlson Center,Fairbanks,AK,,,,RESEARCHED_BUTLER_ONBOARDING,Butler official record book/event footnote plus targeted official institutional/event/reciprocal venue research.,Integrated from butler research portfolio after current-main physical-identity rebase.
VEN-000467,coliseo-roberto-clemente,Coliseo Roberto Clemente,San Juan,PR,,,,RESEARCHED_BUTLER_ONBOARDING,Butler official record book/event footnote plus targeted official institutional/event/reciprocal venue research.,Integrated from butler research portfolio after current-main physical-identity rebase.
VEN-000468,klotsche-center,Klotsche Center,Milwaukee,WI,,,,RESEARCHED_BUTLER_ONBOARDING,Milwaukee Athletics official 2002-03 schedule and 2003-01-23 Butler game recap.,Integrated from butler research portfolio after current-main physical-identity rebase.
VEN-000469,provisional-casper-events-center,Casper Events Center,Casper,WY,,,,RESEARCHED_KANSAS_STATE_ONBOARDING,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Integrated from kansas-state research portfolio after current-main physical-identity rebase.
VEN-000470,provisional-john-gray-gym,John Gray Gym,George Town,Cayman Islands,,,,RESEARCHED_KANSAS_STATE_ONBOARDING,"Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca. Washington State accepted event/site research establishes John Gray Gym in George Town, Cayman Islands.","Integrated from kansas-state research portfolio after current-main physical-identity rebase. Washington State Implementation current-main rebase corrects the prior erroneous KY geography to George Town, Cayman Islands."
VEN-000471,provisional-jose-miguel-agrelot-coliseum,José Miguel Agrelot Coliseum,San Juan,PR,,,,RESEARCHED_KANSAS_STATE_ONBOARDING,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca. | Colorado Stage 3A neutral-site research using institutional/reciprocal/event evidence as documented.,Integrated from kansas-state research portfolio after current-main physical-identity rebase. North Carolina shared-reference reconciliation merged duplicate VEN-000476 into this physical venue identity.
VEN-000472,provisional-mobile-civic-center,Mobile Civic Center,Mobile,AL,,,,RESEARCHED_KANSAS_STATE_ONBOARDING,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Integrated from kansas-state research portfolio after current-main physical-identity rebase.
VEN-000473,provisional-nichols-gym,Nichols Gym,Manhattan,KS,,,,RESEARCHED_KANSAS_STATE_ONBOARDING,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Integrated from kansas-state research portfolio after current-main physical-identity rebase.
VEN-000474,balch-fieldhouse,Balch Fieldhouse,Boulder,CO,1936,,YEAR,RESEARCHED_COLORADO_ONBOARDING,Colorado institutional/media-guide facility and site research; Stage 3A game-level H/A/N evidence.,Integrated from colorado research portfolio after current-main physical-identity rebase.
VEN-000475,carlson-gymnasium-colorado,Carlson Gymnasium,Boulder,CO,1924,,YEAR,RESEARCHED_COLORADO_ONBOARDING,Colorado institutional/media-guide facility and site research; Stage 3A game-level H/A/N evidence.,Integrated from colorado research portfolio after current-main physical-identity rebase.
VEN-000477,colorado-university-gymnasium,University Gymnasium,Boulder,CO,1898,,YEAR,RESEARCHED_COLORADO_ONBOARDING,Colorado institutional/media-guide facility and site research; Stage 3A game-level H/A/N evidence.,Integrated from colorado research portfolio after current-main physical-identity rebase.
VEN-000478,connolly-center,Connolly Center,Seattle,WA,,,,RESEARCHED_COLORADO_ONBOARDING,Seattle University official 2015 CBI box score/recap identifies Colorado at Connolly Center.,Integrated from colorado research portfolio after current-main physical-identity rebase.
VEN-000479,denver-auditorium,Denver Auditorium,Denver,CO,,,,RESEARCHED_COLORADO_ONBOARDING,Colorado Stage 3A neutral-site research using institutional/reciprocal/event evidence as documented.,Integrated from colorado research portfolio after current-main physical-identity rebase.
VEN-000480,halton-arena,Halton Arena,Charlotte,NC,,,,RESEARCHED_COLORADO_ONBOARDING,Colorado Stage 3A neutral-site research using institutional/reciprocal/event evidence as documented.,Integrated from colorado research portfolio after current-main physical-identity rebase.
VEN-000481,moby-arena,Moby Arena,Fort Collins,CO,,,,RESEARCHED_COLORADO_ONBOARDING,Colorado State Athletics historical attendance/NIT material identifies the 1999 Colorado NIT game as a Moby Arena home game.,Integrated from colorado research portfolio after current-main physical-identity rebase.
VEN-000482,ocean-center,Ocean Center,Daytona Beach,FL,,,,RESEARCHED_COLORADO_ONBOARDING,Colorado Stage 3A neutral-site research using institutional/reciprocal/event evidence as documented.,Integrated from colorado research portfolio after current-main physical-identity rebase.
VEN-000483,romney-gym,Romney Gym,Bozeman,MT,,,,RESEARCHED_COLORADO_ONBOARDING,Montana State University institutional history: Romney Gym was home court for the Golden Bobcats through 1930; MSU historical material identifies the Colorado series as league playoffs.,Integrated from colorado research portfolio after current-main physical-identity rebase.
VEN-000484,vines-center,Vines Center,Lynchburg,VA,,,,RESEARCHED_COLORADO_ONBOARDING,Colorado Stage 3A neutral-site research using institutional/reciprocal/event evidence as documented.,Integrated from colorado research portfolio after current-main physical-identity rebase.
VEN-000485,sun-devil-gymnasium,Sun Devil Gymnasium,Tempe,AZ,,,,RESEARCHED_COLORADO_ONBOARDING,Stage 6 Colorado Sun Devil Classic recovery: Arizona State host schedule and reciprocal Seattle/Baylor event evidence establish the 1965 event at Sun Devil Gymnasium.,Integrated from colorado research portfolio after current-main physical-identity rebase.
VEN-000486,denver-coliseum,Denver Coliseum,Denver,CO,,,,RESEARCHED_COLORADO_ONBOARDING,Stage 6 Mile High Classic recovery: contemporaneous Associated Press/Los Angeles Times event announcement identifies Denver Coliseum for the 1987 Colorado-Illinois/Wyoming-Cincinnati doubleheader.,Integrated from colorado research portfolio after current-main physical-identity rebase.
VEN-000487,aoyama-gakuin-university-gymnasium,Aoyama Gakuin University Gymnasium,Tokyo,JP,,,,RESEARCHED_IOWA_STATE_ONBOARDING,"Iowa State 2025-26 fact book / official season schedules; targeted event, reciprocal, NCAA/postseason, and archival site research as applicable.",Integrated from iowa-state research portfolio after current-main physical-identity rebase.
VEN-000488,arizona-veterans-memorial-coliseum,Arizona Veterans Memorial Coliseum,Phoenix,AZ,,,,RESEARCHED_IOWA_STATE_ONBOARDING,"Iowa State 2025-26 fact book / official season schedules; targeted event, reciprocal, NCAA/postseason, and archival site research as applicable.",Integrated from iowa-state research portfolio after current-main physical-identity rebase.
VEN-000489,jacksonville-memorial-coliseum,Jacksonville Memorial Coliseum,Jacksonville,FL,,,,RESEARCHED_IOWA_STATE_ONBOARDING,"Iowa State 2025-26 fact book / official season schedules; targeted event, reciprocal, NCAA/postseason, and archival site research as applicable.",Integrated from iowa-state research portfolio after current-main physical-identity rebase.
VEN-000490,iowa-state-margaret-hall-gym,Margaret Hall Gym,Ames,IA,,,,RESEARCHED_IOWA_STATE_ONBOARDING,Iowa State 2025-26 Fact Book; Iowa State official schedule/postseason history; NCAA archival site evidence and targeted event/host research as applicable.,Integrated from iowa-state research portfolio after current-main physical-identity rebase.
VEN-000491,new-haven-coliseum,New Haven Coliseum,New Haven,CT,,,,RESEARCHED_IOWA_STATE_ONBOARDING,"Iowa State 2025-26 fact book / official season schedules; targeted event, reciprocal, NCAA/postseason, and archival site research as applicable.",Integrated from iowa-state research portfolio after current-main physical-identity rebase.
VEN-000492,savage-arena,Savage Arena,Toledo,OH,,,,RESEARCHED_IOWA_STATE_ONBOARDING,"Iowa State 2025-26 fact book / official season schedules; targeted event, reciprocal, NCAA/postseason, and archival site research as applicable.",Integrated from iowa-state research portfolio after current-main physical-identity rebase.
VEN-000493,iowa-state-state-gym,State Gym,Ames,IA,,,,RESEARCHED_IOWA_STATE_ONBOARDING,Iowa State 2025-26 Fact Book; Iowa State official schedule/postseason history; NCAA archival site evidence and targeted event/host research as applicable.,Integrated from iowa-state research portfolio after current-main physical-identity rebase.
VEN-000494,iowa-state-armory,The Armory,Ames,IA,,,,RESEARCHED_IOWA_STATE_ONBOARDING,Iowa State 2025-26 Fact Book; Iowa State official schedule/postseason history; NCAA archival site evidence and targeted event/host research as applicable.,Integrated from iowa-state research portfolio after current-main physical-identity rebase.
VEN-000495,veterans-memorial-auditorium-des-moines,Veterans Memorial Auditorium,Des Moines,IA,,,,RESEARCHED_IOWA_STATE_ONBOARDING,"Iowa State 2025-26 fact book / official season schedules; targeted event, reciprocal, NCAA/postseason, and archival site research as applicable.",Integrated from iowa-state research portfolio after current-main physical-identity rebase.
VEN-000496,chicago-armory,Chicago Armory,Chicago,IL,,,,RESEARCHED_DEPAUL_ONBOARDING,Accepted DePaul Stage 3A/3B site research,Integrated from DePaul research portfolio after current-main physical-identity rebase.
VEN-000497,clune-arena,Clune Arena,Colorado Springs,CO,,,,RESEARCHED_DEPAUL_ONBOARDING,Accepted DePaul Stage 3A/3B site research,Integrated from DePaul research portfolio after current-main physical-identity rebase.
VEN-000498,de-la-salle-high-school-chicago,De La Salle High School,Chicago,IL,,,,RESEARCHED_DEPAUL_ONBOARDING,Accepted DePaul Stage 3A/3B site research,Integrated from DePaul research portfolio after current-main physical-identity rebase.
VEN-000499,kaseya-center,Kaseya Center,Miami,FL,,,,RESEARCHED_DEPAUL_ONBOARDING,Accepted DePaul Stage 3A/3B site research,Integrated from DePaul research portfolio after current-main physical-identity rebase.
VEN-000500,kiel-auditorium,Kiel Auditorium,St. Louis,MO,,,,RESEARCHED_DEPAUL_ONBOARDING,Accepted DePaul Stage 3A/3B site research,Integrated from DePaul research portfolio after current-main physical-identity rebase.
VEN-000501,lane-tech-high-school,Lane Tech High School,Chicago,IL,,,,RESEARCHED_DEPAUL_ONBOARDING,Accepted DePaul Stage 3A/3B site research,Integrated from DePaul research portfolio after current-main physical-identity rebase.
VEN-000502,mario-morales-coliseum,Mario Morales Coliseum,Guaynabo,PR,,,,RESEARCHED_DEPAUL_ONBOARDING,Accepted DePaul Stage 3A/3B site research,Integrated from DePaul research portfolio after current-main physical-identity rebase.
